"company","address_line_1","city","zipcode","naics8_descriptions","employee_size_location","sales_volume_location","state","full_add","lat","long"
"HRD CORP","521A 3RD ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",20,1424,"CA","521A 3RD ST, SAN FRANCISCO, CA, 94107",37.7810723,-122.395314
"SUBWAY","30 2ND ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",7,499,"CA","30 2ND ST, SAN FRANCISCO, CA, 94105",37.78875845,-122.401035
"MEXICO AU PARC","24 S PARK ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",4,285,"CA","24 S PARK ST, SAN FRANCISCO, CA, 94107",37.7366479,-122.4231783
"WORKING GIRLS' CAFE","122 NEW MONTGOMERY ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",8,570,"CA","122 NEW MONTGOMERY ST, SAN FRANCISCO, CA, 94105",37.7870679,-122.4002114
"CAFE MADELEINE","149 NEW MONTGOMERY ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",12,854,"CA","149 NEW MONTGOMERY ST, SAN FRANCISCO, CA, 94105",37.7868721,-122.399564
"OSHA THAI RESTAURANT","149 2ND ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",20,1424,"CA","149 2ND ST, SAN FRANCISCO, CA, 94105",37.787437,-122.398835
"VITRINE","125 3RD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",30,2135,"CA","125 3RD ST, SAN FRANCISCO, CA, 94103",37.7860572,-122.401381
"OSHA THAI RSTRNT-THIRD STREET","311 3RD ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA","311 3RD ST, SAN FRANCISCO, CA, 94107",37.7836386,-122.398522
"SAISON","178 TOWNSEND ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA","178 TOWNSEND ST, SAN FRANCISCO, CA, 94107",37.7795711836735,-122.39198522449
"LA BRICIOLA","489 3RD ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",5,356,"CA","489 3RD ST, SAN FRANCISCO, CA, 94107",37.7817041,-122.395921493083
"WHAT'S UP DOG","699 FOLSOM ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",2,143,"CA","699 FOLSOM ST, SAN FRANCISCO, CA, 94107",37.784696,-122.397628
"BENU","22 HAWTHORNE ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","22 HAWTHORNE ST, SAN FRANCISCO, CA, 94105",37.7854624,-122.3990798
"PROSPECT","300 SPEAR ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","300 SPEAR ST, SAN FRANCISCO, CA, 94105",37.7898305,-122.3909595
"GROVE YERBA BUENA","690 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",15,1068,"CA","690 MISSION ST, SAN FRANCISCO, CA, 94105",37.7865699,-122.402033331536
"FRANCISCAN RESTAURANT","1 2ND AVE","SAN FRANCISCO",94118,"FULL-SERVICE RESTAURANTS",6,427,"CA","1 2ND AVE, SAN FRANCISCO, CA, 94118",37.787121,-122.460527
"SUSHIRRITO SOMA","59 NEW MONTGOMERY ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",5,356,"CA","59 NEW MONTGOMERY ST, SAN FRANCISCO, CA, 94105",37.788086,-122.401116
"BLUESTEM BRASSERIE","1 YERBA BUENA LN","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",70,4982,"CA","1 YERBA BUENA LN, SAN FRANCISCO, CA, 94103",37.7859592,-122.4048568
"TRACE","181 3RD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",20,1424,"CA","181 3RD ST, SAN FRANCISCO, CA, 94103",37.78546955,-122.400434305069
"MIXT","560 MISSION ST # 125","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",15,1068,"CA","560 MISSION ST # 125, SAN FRANCISCO, CA, 94105",37.7889836,-122.399208968511
"PAZZIA RESTAURANT","337 3RD ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",9,641,"CA","337 3RD ST, SAN FRANCISCO, CA, 94107",37.783328,-122.3981358
"SPECIALTY'S CAFE & BAKERY","500 HOWARD ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","500 HOWARD ST, SAN FRANCISCO, CA, 94105",37.78851085,-122.396737829776
"GYRO KING","88 2ND ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","88 2ND ST, SAN FRANCISCO, CA, 94105",37.7881436,-122.400181
"SUPER DUPER BURGER","721 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","721 MARKET ST, SAN FRANCISCO, CA, 94103",37.7869373,-122.4040148
"LOUIES BAR & GRILL","55 STEVENSON ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","55 STEVENSON ST, SAN FRANCISCO, CA, 94105",37.7893105,-122.3999338
"SEOUL ON WHEELS","499 SPEAR ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","499 SPEAR ST, SAN FRANCISCO, CA, 94105",37.7883,-122.388609
"AYOLA","118 NEW MONTGOMERY ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",10,712,"CA","118 NEW MONTGOMERY ST, SAN FRANCISCO, CA, 94105",37.7871808421053,-122.400322736842
"CREPERIE ST GERMAIN","546 HOWARD ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","546 HOWARD ST, SAN FRANCISCO, CA, 94105",37.7877443464481,-122.397182538986
"GARDEN COURT","2 NEW MONTGOMERY ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","2 NEW MONTGOMERY ST, SAN FRANCISCO, CA, 94105",37.7879475,-122.401917612542
"PERILLA","510 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","510 MISSION ST, SAN FRANCISCO, CA, 94105",37.7898794,-122.397453
"KYO-YA","2 NEW MONTGOMERY ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","2 NEW MONTGOMERY ST, SAN FRANCISCO, CA, 94105",37.7879475,-122.401917612542
"ZARE AT FLY TRAP","606 FOLSOM ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA","606 FOLSOM ST, SAN FRANCISCO, CA, 94107",37.7854351111111,-122.396987444444
"NEW MING'S RESTAURANT","641 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","641 MISSION ST, SAN FRANCISCO, CA, 94105",37.7870613,-122.4007946
"PIED PIPER BAR & GRILL","2 NEW MONTGOMERY ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","2 NEW MONTGOMERY ST, SAN FRANCISCO, CA, 94105",37.7879475,-122.401917612542
"TAQUERIA EL CASTILLO","17 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","17 MISSION ST, SAN FRANCISCO, CA, 94105",37.7898794,-122.397453
"SUPER DUPER BURGERS","783 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","783 MISSION ST, SAN FRANCISCO, CA, 94103",37.7848683,-122.4035456
"JASMINE'S","299 2ND ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",10,712,"CA","299 2ND ST, SAN FRANCISCO, CA, 94105",37.78601325,-122.396924331678
"OPENTABLE","33 NEW MONTGOMERY ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","33 NEW MONTGOMERY ST, SAN FRANCISCO, CA, 94105",37.7887072,-122.401768
"ROSA MEXICANO RESTAURANT","30 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",40,2847,"CA","30 MISSION ST, SAN FRANCISCO, CA, 94105",37.7898794,-122.397453
"WAITER.COM","25 STILLMAN ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA","25 STILLMAN ST, SAN FRANCISCO, CA, 94107",37.7829044,-122.39465855207
"WINE & WALL","30 STEUART ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","30 STEUART ST, SAN FRANCISCO, CA, 94105",37.7941689166667,-122.394504916667
"HEYDAY","180 SPEAR ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",10,712,"CA","180 SPEAR ST, SAN FRANCISCO, CA, 94105",37.7915338571429,-122.392949714286
"TENDER GREENS","30 FREMONT ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",30,2135,"CA","30 FREMONT ST, SAN FRANCISCO, CA, 94105",37.7908283,-122.397463
"CAFE DU SOLEIL","345 3RD ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA","345 3RD ST, SAN FRANCISCO, CA, 94107",37.783221,-122.3979963
"B55","780 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","780 MISSION ST, SAN FRANCISCO, CA, 94103",37.78542555,-122.404493213593
"FRESHROLL VIETNAMESE & BOWLS","157 4TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",10,712,"CA","157 4TH ST, SAN FRANCISCO, CA, 94103",37.783972,-122.4033772
"CORNER BAKERY CAFE","665 MARKET ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",15,1068,"CA","665 MARKET ST, SAN FRANCISCO, CA, 94105",37.7880398,-122.402598
"MIXT","70 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","70 MISSION ST, SAN FRANCISCO, CA, 94105",37.7929355,-122.3939632
"NANCY OAKES","1 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","1 MISSION ST, SAN FRANCISCO, CA, 94105",37.7932361,-122.3928913
"TOWN'S END RESTAURANT & BAKERY","2 TOWNSEND ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",15,1068,"CA","2 TOWNSEND ST, SAN FRANCISCO, CA, 94107",37.7825095,-122.3887551
"DELANCEY STREET RESTAURANT","600 THE EMBARCADERO","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",60,4270,"CA","600 THE EMBARCADERO, SAN FRANCISCO, CA, 94107",37.7845091,-122.3884407
"ONE MARKET RESTAURANT","1 MARKET","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",125,8896,"CA","1 MARKET, SAN FRANCISCO, CA, 94105",37.793628,-122.3946669
"CAFFE CENTRO","102 S PARK ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",15,1068,"CA","102 S PARK ST, SAN FRANCISCO, CA, 94107",37.7366479,-122.4231783
"KATE O'BRIEN'S IRISH BAR","579 HOWARD ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",17,1210,"CA","579 HOWARD ST, SAN FRANCISCO, CA, 94105",37.7871244,-122.3975913
"BOULEVARD","1 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",130,9252,"CA","1 MISSION ST, SAN FRANCISCO, CA, 94105",37.7932361,-122.3928913
"SWEET JOANNA'S CAFE","101 HOWARD ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",4,285,"CA","101 HOWARD ST, SAN FRANCISCO, CA, 94105",37.791085,-122.3925339
"PEPE'S TAQUERIA","101 SPEAR ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",3,214,"CA","101 SPEAR ST, SAN FRANCISCO, CA, 94105",37.7925915,-122.3930383
"PORTICO RESTAURANT","98 1ST ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",7,499,"CA","98 1ST ST, SAN FRANCISCO, CA, 94105",37.788184,-122.395395
"ROY'S-SAN FRANCISCO","575 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",50,3559,"CA","575 MISSION ST, SAN FRANCISCO, CA, 94105",37.7898794,-122.397453
"WORKING GIRLS' CAFE","101 MISSION ST # 140","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",5,356,"CA","101 MISSION ST # 140, SAN FRANCISCO, CA, 94105",37.7728419,-122.4186311
"CHIPOTLE MEXICAN GRILL","126 NEW MONTGOMERY ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",24,1708,"CA","126 NEW MONTGOMERY ST, SAN FRANCISCO, CA, 94105",37.7870241,-122.4001572
"OZUMO-SAN FRANCISCO","161 STEUART ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",120,8540,"CA","161 STEUART ST, SAN FRANCISCO, CA, 94105",37.7926712,-122.392262
"SUBWAY","11 3RD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",9,641,"CA","11 3RD ST, SAN FRANCISCO, CA, 94103",37.7873731,-122.4032038
"B RESTAURANT & BAR","720 HOWARD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",20,1424,"CA","720 HOWARD ST, SAN FRANCISCO, CA, 94103",37.7846750816327,-122.401064040816
"CALIFORNIA PIZZA KITCHEN","53 3RD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",60,4270,"CA","53 3RD ST, SAN FRANCISCO, CA, 94103",37.786858,-122.4026608
"CHIPOTLE MEXICAN GRILL","525 MARKET ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",21,1495,"CA","525 MARKET ST, SAN FRANCISCO, CA, 94105",37.79050745,-122.399158
"EPIC STEAK","369 THE EMBARCADERO","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","369 THE EMBARCADERO, SAN FRANCISCO, CA, 94105",37.7907487,-122.389353
"WATERBAR","399 THE EMBARCADERO","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",150,10675,"CA","399 THE EMBARCADERO, SAN FRANCISCO, CA, 94105",37.791073,-122.389922
"ANCHOR & HOPE","83 MINNA ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",80,5694,"CA","83 MINNA ST, SAN FRANCISCO, CA, 94105",37.7877526,-122.39881564813
"AMBER INDIA RESTAURANT","25 YERBA BUENA LN","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",40,2847,"CA","25 YERBA BUENA LN, SAN FRANCISCO, CA, 94103",37.7859208,-122.4046707
"TROPISUENO","75 YERBA BUENA LN","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",30,2135,"CA","75 YERBA BUENA LN, SAN FRANCISCO, CA, 94103",37.785429,-122.404084
"SUPER DUPER BURGERS","98 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","98 MISSION ST, SAN FRANCISCO, CA, 94105",37.7927956,-122.3941616
"NORTH INDIA RESTAURANT","123 2ND ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",9,641,"CA","123 2ND ST, SAN FRANCISCO, CA, 94105",37.787747,-122.3992384
"SPECIALTY'S CAFE & BAKERY","680 FOLSOM ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA","680 FOLSOM ST, SAN FRANCISCO, CA, 94107",37.7846082,-122.398558486586
"ATLAS TAP ROOM","606 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","606 MISSION ST, SAN FRANCISCO, CA, 94105",37.7878983,-122.4001637
"ARCHIVE BAR & KITCHEN","602 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",4,285,"CA","602 MISSION ST, SAN FRANCISCO, CA, 94105",37.7879443,-122.4001032
"ALIBI THE PINK ELEPHANT","142 MINNA ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","142 MINNA ST, SAN FRANCISCO, CA, 94105",37.7867615,-122.4004371
"SOMA PIZZA","483 3RD ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA","483 3RD ST, SAN FRANCISCO, CA, 94107",37.7817538,-122.395983664872
"JU JU","680 2ND ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA","680 2ND ST, SAN FRANCISCO, CA, 94107",37.7809642,-122.3912211
"SPLIT BREAD","560 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","560 MISSION ST, SAN FRANCISCO, CA, 94105",37.7887773,-122.399480794886
"SLICE HOUSE BY TONY GEMIGNANI","680 2ND ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",20,1424,"CA","680 2ND ST, SAN FRANCISCO, CA, 94107",37.7809642,-122.3912211
"SPLIT BREAD","145 4TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","145 4TH ST, SAN FRANCISCO, CA, 94103",37.7840833,-122.403514
"BARCHA","28 FREMONT ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","28 FREMONT ST, SAN FRANCISCO, CA, 94105",37.7912519791667,-122.397829666667
"BENTO","300 BEALE ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","300 BEALE ST, SAN FRANCISCO, CA, 94105",37.788541,-122.392687
"ORGANIC COUP","101 SPEAR ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","101 SPEAR ST, SAN FRANCISCO, CA, 94105",37.7925915,-122.3930383
"LEMONADE","781 MISSION ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","781 MISSION ST, SAN FRANCISCO, CA, 94103",37.7849215,-122.403453
"MACADAMIA LLC","747 MARKET ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","747 MARKET ST, SAN FRANCISCO, CA, 94103",37.7865523,-122.404501
"GINTO IZAKAYA JAPONAISE","658 MARKET ST","SAN FRANCISCO",94104,"FULL-SERVICE RESTAURANTS",6,427,"CA","658 MARKET ST, SAN FRANCISCO, CA, 94104",37.7878379,-122.4032309
"ORGANIC COUP","455 MARKET ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","455 MARKET ST, SAN FRANCISCO, CA, 94105",37.7911103,-122.3987047
"SWEETGREEN","171 2ND ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","171 2ND ST, SAN FRANCISCO, CA, 94105",37.7872668,-122.3986501
"SAJJ","636 2ND ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",8,570,"CA","636 2ND ST, SAN FRANCISCO, CA, 94107",37.781301,-122.3916676
"SHOGUN ENTERPRISES INC","501 2ND ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA","501 2ND ST, SAN FRANCISCO, CA, 94107",37.78317845,-122.392968255795
"JERSEY RESTAURANT","145 2ND ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","145 2ND ST, SAN FRANCISCO, CA, 94105",37.7875167,-122.3989364
"SORREL RESTAURANT","493 3RD ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA","493 3RD ST, SAN FRANCISCO, CA, 94107",37.781653,-122.395857454727
"SAN FRANCISCO CHINESE LAWYER","","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA",", SAN FRANCISCO, CA, 94105",37.7792588,-122.4193286
"SI SENOR","78 2ND ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","78 2ND ST, SAN FRANCISCO, CA, 94105",37.78819105,-122.400392441248
"MIXT","51 YERBA BUENA LN","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","51 YERBA BUENA LN, SAN FRANCISCO, CA, 94103",37.78552,-122.4042024
"WAFL INC","135 4TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","135 4TH ST, SAN FRANCISCO, CA, 94103",37.784464,-122.4037068
"INTERNATIONAL SMOKE","301 MISSION ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","301 MISSION ST, SAN FRANCISCO, CA, 94105",37.79040745,-122.39618672324
"BUCKBORN GRILL","619 MARKET ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","619 MARKET ST, SAN FRANCISCO, CA, 94105",37.7907125,-122.3995964
"GREEK TOWN LLC","88 2ND ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",2,143,"CA","88 2ND ST, SAN FRANCISCO, CA, 94105",37.7881436,-122.400181
"CENTO OSTERIA","100 BRANNAN ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA","100 BRANNAN ST, SAN FRANCISCO, CA, 94107",37.7850146,-122.3883916
"LUKE'S LOBSTER","92 2ND ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","92 2ND ST, SAN FRANCISCO, CA, 94105",37.7880541,-122.4000981
"K-ASIAN KITCHEN LLC","121 NEW MONTGOMERY ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",6,427,"CA","121 NEW MONTGOMERY ST, SAN FRANCISCO, CA, 94105",37.7871277,-122.39995
"TABLETOP TAP HOUSE","175 4TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","175 4TH ST, SAN FRANCISCO, CA, 94103",37.7836882,-122.4029799
"PLUMPJACK WINERY","598 2ND ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",6,427,"CA","598 2ND ST, SAN FRANCISCO, CA, 94107",37.7875911,-122.3992834
"TSUTA RAMEN NORTH AMERICA","155 4TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,NA,"CA","155 4TH ST, SAN FRANCISCO, CA, 94103",37.7840356,-122.403459
"FLY TRAP","606 FOLSOM ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",19,1353,"CA","606 FOLSOM ST, SAN FRANCISCO, CA, 94107",37.7854351111111,-122.396987444444
"CANTON RESTAURANT DIM SUM-SFD","655 FOLSOM ST","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",40,2847,"CA","655 FOLSOM ST, SAN FRANCISCO, CA, 94107",37.78437885,-122.39779295
"SOUTH BEACH CAFE","800 THE EMBARCADERO","SAN FRANCISCO",94107,"FULL-SERVICE RESTAURANTS",4,285,"CA","800 THE EMBARCADERO, SAN FRANCISCO, CA, 94107",37.7816763,-122.3886142
"GOLD CLUB","650 HOWARD ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",60,4270,"CA","650 HOWARD ST, SAN FRANCISCO, CA, 94105",37.785916,-122.399563
"HENRY'S HUNAN RESTAURANT","110 NATOMA ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",19,1353,"CA","110 NATOMA ST, SAN FRANCISCO, CA, 94105",37.7869582,-122.3992778
"THIRSTYBEAR BREWING CO","661 HOWARD ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",80,5694,"CA","661 HOWARD ST, SAN FRANCISCO, CA, 94105",37.785543,-122.399512
"TANDOORI MAHAL","123 2ND ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",4,285,"CA","123 2ND ST, SAN FRANCISCO, CA, 94105",37.787747,-122.3992384
"PORTICO RESTAURANT","245 MARKET ST","SAN FRANCISCO",94105,"FULL-SERVICE RESTAURANTS",12,854,"CA","245 MARKET ST, SAN FRANCISCO, CA, 94105",37.7926981875,-122.3967955
"MINI CAFE","28 S VAN NESS AVE","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",2,143,"CA","28 S VAN NESS AVE, SAN FRANCISCO, CA, 94103",37.7744326380612,-122.419232447195
"DNA PIZZA","371 11TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",4,285,"CA","371 11TH ST, SAN FRANCISCO, CA, 94103",37.7711584,-122.412705719561
"FONDUE COWBOY","1052 FOLSOM ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","1052 FOLSOM ST, SAN FRANCISCO, CA, 94103",37.777636,-122.4069519
"TIN VIETNAMESE CUISINE","937 HOWARD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","937 HOWARD ST, SAN FRANCISCO, CA, 94103",37.7807517,-122.4057007
"SUBWAY","195 6TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",8,570,"CA","195 6TH ST, SAN FRANCISCO, CA, 94103",37.7799116666667,-122.407229777778
"GOODIE GOODY","1246 FOLSOM ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","1246 FOLSOM ST, SAN FRANCISCO, CA, 94103",37.7745549,-122.4108899
"TOMOKAZU JAPANESE CUISINE","1101 HOWARD ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","1101 HOWARD ST, SAN FRANCISCO, CA, 94103",37.7776729,-122.409393546204
"H-24 SUSHI LOUNGE","294 9TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","294 9TH ST, SAN FRANCISCO, CA, 94103",37.7738129,-122.4119265
"RUMORS","398 7TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",7,499,"CA","398 7TH ST, SAN FRANCISCO, CA, 94103",37.7755328,-122.4065477
"DONA TERE","21ST ST & ALABAMA ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","21ST ST & ALABAMA ST, SAN FRANCISCO, CA, 94103",37.7673169,-122.4126213
"KAMA SUSHI","294 9TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","294 9TH ST, SAN FRANCISCO, CA, 94103",37.7738129,-122.4119265
"11TH STREET CAFE","371 11TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","371 11TH ST, SAN FRANCISCO, CA, 94103",37.7711584,-122.412705719561
"ROCCO'S CAFE","1131 FOLSOM ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",16,1139,"CA","1131 FOLSOM ST, SAN FRANCISCO, CA, 94103",37.7760392,-122.4085285
"BASIL CANTEEN","1489 FOLSOM ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",10,712,"CA","1489 FOLSOM ST, SAN FRANCISCO, CA, 94103",37.7718757,-122.4137834
"UN PO PAZZO","410 JESSIE ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","410 JESSIE ST, SAN FRANCISCO, CA, 94103",37.7764292,-122.4156861
"PAGODA HOUSE GALLERY","1211 FOLSOM ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","1211 FOLSOM ST, SAN FRANCISCO, CA, 94103",37.7746917,-122.4102198
"NILE CAFE","1415 FOLSOM ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","1415 FOLSOM ST, SAN FRANCISCO, CA, 94103",37.7724334,-122.412909086338
"CADILLAC BAR & GRILL","44 9TH ST","SAN FRANCISCO",94103,"FULL-SERVICE RESTAURANTS",6,427,"CA","44 9TH ST, SAN FRANCISCO, CA, 94103",37.7764359375,-122.4151139375
